Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
9694ce16-635b-4539-884a-3cbe01202691,d0c0d131-4514-4e73-a5f6-e6a73b1885da,415712,Short Term,746,1530545,9 years,Home Mortgage,Debt Consolidation,8762.42,23.8,,4,0,1480366,1845118,0,0
769dbaee-baf6-4c46-9977-ffb557cb0dbd,25f34b9f-c014-4e43-b2ee-6b45cdbec632,99999999,Short Term,706,1058091,10+ years,Rent,Debt Consolidation,25217.75,21.5,,12,0,455164,599566,0,0
183f3e70-bfea-4c01-b984-9be923b6a325,54008eaf-e675-4040-9f76-da688bc91390,352814,Long Term,701,777347,2 years,Rent,other,22478.52,21,66,7,0,155211,329164,0,0
10709151-5f31-4681-9b18-fe9b59d3e074,8886a517-22c8-4ae6-9f9e-a03bef7457e0,132022,Short Term,738,802636,< 1 year,Rent,Debt Consolidation,9497.91,8.1,,7,0,108281,391776,0,0
746de72e-4870-4a4d-8dfd-037cf19d9fd6,47855d0c-dddd-41a2-b346-515e43ac324d,217536,Short Term,7190,1108441,3 years,Home Mortgage,Debt Consolidation,19213.18,20,43,16,0,152703,191356,0,0
cb9fa075-f55e-4c39-96fe-06ea0ee44688,db79749e-d388-4fb7-81ed-3faf14ad6555,44572,Short Term,,,1 year,Rent,Debt Consolidation,11048.31,10.9,9,10,0,224219,322916,0,0
71d5eadd-a1bf-4f01-943a-3120310ba323,cd50b2ba-cac9-485b-b815-64a6c791b7d0,433048,Short Term,730,1308986,1 year,Own Home,Debt Consolidation,22579.98,14.9,14,9,0,377948,592966,0,0
14f94b64-26c4-48fd-b916-1388d7adcc1d,f1838fa9-7ad9-44d5-97a6-7a6d3f3529d7,99999999,Short Term,748,1079960,6 years,Home Mortgage,Debt Consolidation,12239.61,19.7,,14,0,179018,607882,0,0
562c4fda-2746-4b4e-bcc9-5489595608fd,d6e402af-db52-4e99-9fb1-b9d0eea080a0,528506,Long Term,,,10+ years,Rent,Debt Consolidation,33152.53,16.5,,15,0,277647,751102,0,0
d7d6d54b-4d00-4179-8fb0-dbc1d7edc4dc,70ab5641-9cb1-4a6b-8ea2-512fc3fd39ea,176594,Short Term,726,953230,10+ years,Rent,Debt Consolidation,15648.78,20.4,61,10,0,195016,353364,0,0
866ac4af-9452-4491-8ee6-61ba380960d8,e9ace038-60be-4ab0-8720-fde25d8187b8,158378,Short Term,698,635227,4 years,Own Home,Debt Consolidation,14239.55,19.4,46,8,1,82821,175934,1,0
bd527b9b-e152-42e7-bbb9-f952ff3d8415,0bb003ad-9244-4aad-8d27-3d7ff5dc7bc4,445368,Long Term,721,3846360,8 years,Rent,Debt Consolidation,45194.73,15,,16,0,485849,796840,0,0
faf7d155-2770-4e96-822a-9ea1dc9faba1,484c30f4-6101-420d-aca2-f0227dfa0ff6,99999999,Short Term,742,756846,< 1 year,Home Mortgage,small_business,6691.8,11.7,,5,0,52649,66418,0,0
2e92ec65-cf69-43a4-be72-53468b0ed8fd,55e57bce-70ea-482f-b2a1-c9d75f9cb6af,188232,Short Term,747,1258047,3 years,Rent,Debt Consolidation,5535.46,13.3,,5,0,146946,850762,0,0
4bbb7ee8-753b-47ba-acb5-597ae499b636,77658d11-63bf-46ef-ab86-e4d17291aa1b,697686,Long Term,675,1989224,4 years,Home Mortgage,Debt Consolidation,30667.14,38.5,7,10,0,509618,988416,0,0
3d18e156-d006-4c94-b8da-a4d09eb00a23,ca922950-bffd-483e-9009-070f9fd43a85,464508,Short Term,739,906167,7 years,Rent,Debt Consolidation,12988.4,15.2,7,11,0,459325,714868,0,0
3ca99329-b196-47e1-8ef3-fb79785c964f,7adee5a8-f756-4fa2-af4e-149856379b50,248248,Short Term,,,5 years,Rent,Debt Consolidation,20973.15,15.4,17,11,0,15048,152812,0,0
9fb0a783-6efa-463f-bc15-f557c8747bec,f95552c5-e858-40d4-94d2-87216e0228ef,64768,Short Term,,,< 1 year,Home Mortgage,Home Improvements,29206.99,15.2,,5,0,266323,323906,0,0
399c61f1-775e-4593-9106-6e0419c85b11,0e3711ab-8020-446d-854a-f209bb9af338,41118,Short Term,665,1869030,10+ years,Home Mortgage,Debt Consolidation,13472.52,27.3,38,8,1,74727,149424,1,0
e0c52914-6dfd-4543-b13c-5b5354a2300e,e7d30184-3492-4da3-a879-6c2b57d02860,196372,Short Term,,,5 years,Rent,Debt Consolidation,13972.03,24,38,6,0,181602,395230,0,0
94b6a027-97bb-4523-a769-39053f007709,b6724229-2490-49db-839d-8aa351ddd465,386584,Short Term,727,1372541,7 years,Rent,Debt Consolidation,16813.67,22.5,66,13,0,220799,534842,0,0
b9cc70dc-8eb9-4e71-b704-68c80f7b6d57,a86895fa-17a7-4b73-acb6-b98c53464697,559856,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,11966.77,14.5,,8,0,81320,553916,0,0
3533f005-3b63-4525-8182-903e2fb5973a,53ec29d7-896e-4aa3-a327-9493bb053288,345070,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,26727.87,24.3,22,9,0,457596,871464,0,0
3c0c3e56-d33e-4ff9-9dd2-4aa673dc5b58,4b6df918-4afc-4c96-94cf-3900717d60ab,21560,Short Term,748,797126,10+ years,Home Mortgage,Home Improvements,15570.5,16,,11,0,260813,586410,0,0
9a999bdc-ee3c-46d1-add5-efdb6aeaa4c3,592297c2-30a1-4779-a148-114ba7906933,337502,Long Term,725,3400487,1 year,Home Mortgage,Other,16945.72,14.5,,6,0,61275,194348,0,0
88d7e433-7192-4c66-ba3c-d6db810ee2aa,75f5591e-7e11-41ce-9d3a-a424dfbba04d,781704,Short Term,716,1735992,1 year,Rent,Debt Consolidation,30235.27,32,15,21,0,736136,1198846,0,0
5545deba-3924-446e-b829-93a3bc86673e,e427c4dc-ed2f-45e7-a343-26407c2ca1f2,99924,Short Term,,,,Rent,Debt Consolidation,8413.77,11.7,15,5,0,39083,71038,0,0
595585f5-ffe9-42f9-9b02-da81bdcad34d,e2d22975-95fe-4012-8dbb-56ae7401a115,765512,Long Term,672,2326512,2 years,Home Mortgage,Debt Consolidation,43428.3,16.8,11,24,0,235163,1341406,0,0
4be973f8-b23c-42f7-adf3-942bbcad462b,6a20b80e-8234-4da8-9d66-0c627d2aaf07,161502,Short Term,740,781090,< 1 year,Rent,Debt Consolidation,8071.2,13.3,,6,0,37449,55968,0,0
121819ed-eaeb-44a0-b6be-5311b12fea37,f55ee079-2735-4de0-838f-6f906e876def,346412,Short Term,,,9 years,Home Mortgage,Debt Consolidation,7824.39,14.8,74,10,0,333678,482966,0,0
5344721f-aee6-421a-8cd6-5059001c69eb,a765b0f6-960e-4160-b163-ef7f12cc8b25,157806,Short Term,,,10+ years,Rent,Take a Trip,13174.22,38.4,,17,0,326211,678128,0,0
4efcd589-f5f1-4a6d-8ef0-db5c615e4651,c03c93f5-6824-43e5-8765-4711b0994255,447216,Short Term,,,1 year,Home Mortgage,Home Improvements,22401.38,22.6,41,11,0,218462,422290,0,0
b708e064-9454-4d16-9754-eafee19e07da,bdd59008-388c-4677-8ac2-e8095d29999f,174724,Short Term,,,4 years,Home Mortgage,Other,20781.06,25.1,48,12,0,222053,302478,0,0
51c7fcc5-7f6a-4d83-ba65-285b61c56580,d59dd4a6-c405-459b-baae-03db004b0b7f,510114,Short Term,719,1120050,10+ years,Home Mortgage,Debt Consolidation,32481.45,18.8,,21,0,399114,1610202,0,0
c5282fd3-15a7-4f4a-b63e-eb8d927778c2,e7d541c8-624f-4142-ada8-33eb567cb3eb,162140,Short Term,,,2 years,Home Mortgage,Debt Consolidation,4648.16,12.4,,13,0,119586,390060,0,0
ce600b15-2100-4485-a89e-1feea7f1a206,6723f8c4-b0db-4f5f-a7eb-f796709ed74d,155496,Short Term,,,10+ years,Rent,Debt Consolidation,9844.09,13.1,,13,1,134482,350702,0,1
60ad9292-f98f-43ee-bf2e-483afeee5e5b,dfe02b2b-3973-4711-93e9-0d98a0198fd8,286748,Long Term,695,1009622,3 years,Rent,Debt Consolidation,21117.74,18.5,,7,0,161614,700876,0,0
be7e2c63-879f-49cc-8462-f44994448fdc,277ee033-f62b-4065-9cb4-488b92476c68,257598,Short Term,727,724546,6 years,Home Mortgage,Home Improvements,670.32,10.8,25,5,0,38380,137588,0,0
1086adca-cddc-49a4-a278-1e03f6ec08e7,f59d76c3-611a-4682-8ed5-e213f5fd61c9,112442,Short Term,7140,485412,< 1 year,Rent,Debt Consolidation,8737.53,11.4,,10,0,74290,123772,0,0
be34f160-8846-4740-a224-e3ec72e4ef6d,e567ca73-ad9d-423a-b97e-203a944f0fd6,148984,Long Term,686,958626,6 years,Rent,Buy a Car,1845.47,22.3,40,6,0,55461,133496,0,0
20a5497c-13df-452b-a69b-28252cda7f5d,ac17afc2-70ca-4bd3-ad61-0098a76d6434,110726,Short Term,712,1338645,10+ years,Own Home,Take a Trip,23091.65,14.7,28,17,0,105982,261096,0,0
2111e6d1-0610-4e1e-82a4-0bf85b9663d1,12423bfb-d06a-42d2-8eb5-0d580772c64d,337370,Short Term,,,< 1 year,Own Home,Debt Consolidation,37552.36,12.5,,24,0,1029724,1733006,0,0
b4774176-fa67-4511-9c85-8d520d8f6dc9,7ec96afe-bc19-4363-a343-250db07f74b6,135234,Short Term,,,1 year,Home Mortgage,Home Improvements,29036.18,23,,18,0,684722,7016218,0,0
b3faddd0-76ec-4433-90c9-c4cb23f0c5f8,b2b4afd2-f0b0-4660-a313-634c2254058e,103906,Short Term,748,560823,9 years,Rent,Debt Consolidation,12151.26,15,,5,0,180538,240262,0,0
0377d78b-6361-464c-ab84-91355eb65e0f,b68e1040-e9c5-4230-8fcd-a916d8a1292d,99999999,Long Term,738,2435914,2 years,Home Mortgage,Home Improvements,8911.38,15.8,,7,0,41629,408562,0,0
,,,,,,,,,,,,,,,,,
35e52040-c7a2-46df-8814-096de074ebc9,f1149d5f-1876-4b11-ba00-88c8093ddf3f,333828,Long Term,,,7 years,Home Mortgage,Debt Consolidation,13526.29,14,2,6,0,19209,142516,0,0
2dc17dc3-47e8-4e0c-b7ed-e96d3b3c9402,2da0cf9d-e5af-4157-af5c-b39888357441,145904,Short Term,701,468407,2 years,Rent,Debt Consolidation,8352.97,5.3,,10,0,93347,327514,0,0
a730fabb-2a05-474e-b46e-52bfeaf110e4,f9f3f20f-9322-49ca-b0a6-aa5c598cba92,109296,Short Term,741,679630,4 years,Rent,Business Loan,8625.62,22.4,,9,0,106210,259996,0,0
27d6054b-8042-4820-b874-76c5cf999786,1e6662e4-e983-4598-b56d-375cafdd5abc,176418,Short Term,688,628501,,Own Home,Debt Consolidation,16445.83,6,,11,0,143469,260370,0,0
3e17be9e-0ffc-47cf-8212-f31400181b2c,233ce743-dde3-4eb5-840e-7a777207d28e,772464,Long Term,648,1715472,3 years,Rent,Debt Consolidation,31593.2,24.6,,21,0,318155,454806,0,0
889e0a15-d71b-4539-82b8-372dcfea874c,6c90a693-3380-4461-98af-87c02151ae5d,116314,Short Term,729,459192,5 years,Home Mortgage,Debt Consolidation,7729.77,18.3,,9,0,72219,119658,0,0
3bf7299c-f4df-46dc-b77d-df1159b874c9,e1fef182-6918-485e-a0af-5da74dec0c21,26202,Short Term,737,1225747,9 years,Home Mortgage,other,2543.53,18.3,22,3,0,125077,237820,0,0
06e1abae-af3c-4307-9bca-282cc060b1c6,7f62227c-ada3-4e73-92d1-e8f7870a133f,142912,Short Term,733,418532,10+ years,Rent,Debt Consolidation,10289.07,15.8,,9,0,240255,581988,0,0
4796d002-6765-4089-9a44-37fb8609bd9a,a78e6f34-9f66-45fb-bbf6-3d03b9a24497,111716,Short Term,,,3 years,Home Mortgage,Other,383.61,15,66,6,0,10013,141416,0,0
,,,,,,,,,,,,,,,,,
28d39248-51d9-476c-8b05-a9835ed2c762,3c19a47c-a476-47e7-8b4b-f76ed1055a3f,99999999,Short Term,744,1444380,10+ years,Home Mortgage,Debt Consolidation,31054.17,20.4,14,15,0,125818,358820,0,0
5b57830e-a1d5-49a0-857a-7025d75e25cf,93107dcf-ddba-475e-9174-28662f268482,444004,Short Term,724,2109019,7 years,Home Mortgage,Debt Consolidation,14763.19,19.7,,6,1,105792,226864,1,0
850009fe-380c-4412-a0d9-d14ae4b47179,1e7842e8-a28f-412b-8682-a0efcd7cf9fc,69058,Short Term,716,782838,3 years,Rent,Debt Consolidation,8284.95,12.7,,6,1,39406,149094,1,0
9d5d574e-54fc-49b1-b703-4fd987e5cb20,96e062ae-18b0-444a-9dbb-301cb791e19b,216084,Short Term,,,9 years,Own Home,Debt Consolidation,30284.48,20.1,,8,0,204174,547228,0,0
312ce4f6-4654-4843-a714-1d0a277dc4f2,9ff1ca93-520b-4b6c-a998-632abd3a8399,436040,Long Term,705,1127859,5 years,Home Mortgage,Debt Consolidation,19267.52,18.6,27,9,0,462669,752400,0,0
a7e0ea37-cce5-44d2-9195-915983a74e97,65ff5b8d-0b5d-467f-91f8-ca9059c9e3a5,157256,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,19128.63,21.5,18,8,0,134159,184272,0,0
3540b028-272c-4165-9a49-7545c189e40b,a4d3584e-1707-41d5-bb0a-0c74d7656640,223124,Short Term,7260,1002022,10+ years,Home Mortgage,Debt Consolidation,21042.69,19.6,44,9,0,216372,539968,0,0
ea13f70c-7b84-4daf-bcd3-b82ed26890fe,7de8014e-23d2-4772-9105-0778ab1502c1,180774,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,29047.58,15.7,,17,0,546668,824208,0,0
6f4c1343-af6c-4465-b62e-5b02b939927b,31127ba6-290a-4cf9-8c56-6b6d7e84a9a0,365376,Short Term,,,5 years,Home Mortgage,other,30188.91,16.7,67,22,0,358340,689216,0,0
58f3d79b-4cfa-4487-b9ae-232b9e9ac8d9,e8b85596-47be-4ae4-8bf4-8830ae201164,465102,Short Term,748,1549317,,Home Mortgage,Debt Consolidation,18333.48,21.6,,17,0,578379,3659524,0,0
fbec14e9-c124-4274-b5e3-a6f4ce775efe,7f68b0cb-9555-4409-b9a0-8f5245c7003d,153076,Short Term,726,391894,3 years,Rent,Debt Consolidation,8948.43,9.2,,6,0,2356,57838,0,0
71649aa6-b6fc-4900-a116-fdd678d1480a,b9eef96b-8a84-4040-bd99-0b6e360e6660,399872,Short Term,740,767448,3 years,Rent,Debt Consolidation,8122.12,8.6,,11,0,141873,474804,0,0
afe14c20-9502-4431-946f-60c4f12fb1f4,00e66cfe-17b8-467e-8810-d3dd0d992af2,99999999,Long Term,720,1840568,9 years,Home Mortgage,Debt Consolidation,43099.6,16.9,12,18,0,509428,1854930,0,0
db3acd00-58e1-4a82-9d8b-ce035ba95efe,4854bba7-7b3c-44d5-9e5e-6e73e4aae566,224378,Short Term,744,872024,5 years,Rent,Debt Consolidation,21364.36,31,37,8,0,173185,376926,0,0
52d7ce61-b91a-4f90-8ac0-e620fed1a6f1,45549395-6b69-4e1c-b191-1e3c7af3b95f,87824,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,17083.28,16.4,,6,0,456323,1065262,0,0
5809bf7f-2ac9-44bc-b613-1cbb41d5fa26,56b73cd3-d90c-4b5b-bf16-dee896906d0d,257554,Short Term,6890,1316092,10+ years,Rent,Debt Consolidation,19083.22,14,61,7,1,178695,321772,1,0
6127954b-3b65-4ab7-8c01-e527adfdc1f8,2116d1e3-a356-4c2a-b00f-4d11652f3cf3,450560,Short Term,717,1945600,2 years,Rent,Debt Consolidation,11381.76,14.3,61,8,0,239324,358028,0,0
894172aa-0545-41e9-a3ba-12fcacf3d21b,8b014c34-f3e0-4f2a-81c4-6fd76131e9a6,661122,Short Term,729,8279060,2 years,Rent,Debt Consolidation,72441.68,41.4,,10,0,2095700,2598068,0,0
f351586f-c067-45fe-b07e-cffb81d00c24,74118805-5382-4583-a360-10c5f10e8666,358028,Short Term,,,9 years,Home Mortgage,Debt Consolidation,13337.43,13.4,9,11,0,130017,295196,0,0
48354813-75b3-48eb-b349-f5579c42a812,2aa6cfb3-eb56-4475-9b63-9a0a0af3d1e3,266222,Long Term,725,1053778,10+ years,Own Home,Debt Consolidation,17826.56,15.8,,9,1,175788,264352,1,0
49bfe26d-631c-461f-b1c7-7025ced6fe79,3fcfecf0-54bb-4af8-a928-983329888413,99999999,Short Term,748,875444,< 1 year,Rent,Debt Consolidation,10796.94,11.4,,6,0,77311,412522,0,0
c79c47a3-f2f0-4471-8674-1b72d23a1df6,8c8a3a6d-777b-4ba7-be8d-90a826450f76,39490,Short Term,6200,568461,5 years,Own Home,Debt Consolidation,14211.62,11.3,81,9,0,46683,158092,0,0
00785dfe-78b9-4ecf-8779-405e435723ed,24bcd8f3-3724-49cc-91ff-94cd38da6905,70400,Short Term,699,912095,3 years,Rent,Educational Expenses,4750.57,9.9,20,4,0,32870,92378,0,0
ce6b1c87-394e-4785-ae0e-15e48c94d05c,4b0e2e96-e0cf-497c-904a-06be8344d8ca,348194,Short Term,731,1067059,7 years,Rent,Medical Bills,16094.52,13.6,,8,0,276184,507628,0,0
bbd2f409-a0db-4e70-bc6f-cb9dbbcc400e,18d3e773-e2bf-4bae-a5cc-075da09ef5f7,99999999,Short Term,732,1664381,,Home Mortgage,Debt Consolidation,16643.81,35,,18,1,281390,806454,1,0
311c9a87-396f-464d-8985-8af666712fa0,bf9b6056-0634-48d2-99d2-89ff2924b43e,113608,Short Term,679,505362,3 years,Rent,Debt Consolidation,11581.45,5.8,,7,0,29222,55638,0,0
01573b94-ca16-49e7-80cb-ee8e86b34ff0,301fa778-9aa1-4e38-b371-2881174b76ce,753610,Long Term,698,2495498,10+ years,Rent,Debt Consolidation,21211.6,24.8,4,11,0,53523,197978,0,0
,,,,,,,,,,,,,,,,,
f53fcaf5-123c-48f4-ae58-c4de72719fa2,8d65cb9f-6dd4-405c-b480-b17cdc2a939d,163790,Short Term,719,499776,7 years,Own Home,Debt Consolidation,7788.1,37.5,67,6,0,90877,146344,0,0
f77d0b77-f227-474d-a2a1-11360dab6221,79711a81-26fc-44b2-a816-dd54c5914b1f,309628,Short Term,,,2 years,Rent,Debt Consolidation,24526.72,22.5,53,6,0,614213,739288,0,0
bdea1ce7-f673-4564-a3b0-19c7d027b465,a330e864-7f16-4700-8f35-c417d922a47d,396990,Short Term,726,2285700,3 years,Own Home,Debt Consolidation,20571.3,24.5,11,11,0,1718873,3095290,0,0
effaf288-d9f4-45ac-95b4-314c5e32ed74,3a5b059e-2f2c-4663-8474-a670510af08c,222662,Short Term,748,576897,1 year,Rent,Debt Consolidation,5672.83,14,,7,0,210919,1285328,0,0
445cff14-d0d5-4042-8e4d-e1b2cf21eaeb,229b5a9f-963b-401d-b376-0ec5ad5d2cd7,258302,Long Term,720,1115376,10+ years,Home Mortgage,Debt Consolidation,12269.06,18.3,18,9,0,147953,223938,0,0
e775057a-27a1-4a58-a743-722bb38537e9,a080be2f-fa20-4a41-bdcf-0c385c8a0bde,36014,Short Term,705,430711,< 1 year,Rent,Debt Consolidation,8685.85,8,,6,0,54036,84194,0,0
1abf8f47-2f65-4338-bf27-0c970f62d240,08999fcf-704b-4af3-bfa0-0fa69727e888,220550,Short Term,738,857147,3 years,Rent,Debt Consolidation,15928.46,14.3,23,10,0,171931,255882,0,0
3e378590-d085-47ad-91d4-5856cc78327d,8a83be00-1226-456f-a74e-ed44e836161d,141108,Short Term,710,899954,10+ years,Own Home,Debt Consolidation,4837.21,18.3,,7,1,131176,249810,1,0
df60d683-cba0-45be-a3f6-b9a7a36a3fd3,4d1b6508-1703-490e-ab11-9f97f10eeeaf,335522,Long Term,689,618146,7 years,Rent,Debt Consolidation,4749.62,10.2,,4,0,131746,302082,0,0
0de7c2a5-69ee-499f-9306-b7848d21c8c1,dce27c71-6513-46bb-a887-bdf2a324924f,87736,Short Term,664,606176,2 years,Rent,Other,1763.01,9.5,,3,0,61788,87780,0,0
7c4e8078-11ef-4857-ba08-59c1ab1c807f,1e5ea8eb-ceeb-4d0d-a77a-69d29ffaa5f5,432212,Long Term,717,1119822,10+ years,Home Mortgage,Debt Consolidation,21967.23,21,,10,0,374433,589864,0,0
82f75e7f-8454-4d4b-b551-7af86a9119e5,c4220ea9-2ba7-436c-9def-987574ee665e,173272,Short Term,728,1870550,9 years,Rent,Debt Consolidation,35540.45,18.2,2,13,0,54074,115962,0,0
f032da5d-9dbb-4bfd-a6d7-e6059a4be68c,91c82756-9568-4055-89ee-48fa45645d60,432916,Long Term,682,1177734,1 year,Home Mortgage,Debt Consolidation,21297.29,17.8,55,15,0,0,0,0,0
ca93cb61-9b2b-4c25-867d-bf1711649db1,ea114573-720a-4faf-a3c0-b3c2a91cd979,329340,Long Term,738,1516960,10+ years,Home Mortgage,Buy a Car,23260.18,15,,9,0,1471968,2547644,0,0
52863a98-7395-446c-9c19-2c7a29dd7d1d,b71e2bfe-b145-4eca-b91c-90d1c0548f83,348172,Short Term,739,1315503,2 years,Home Mortgage,Debt Consolidation,23240.61,15.6,43,23,0,140429,444224,0,0
89a96ebb-fca6-4f68-84a4-5ebb361c6849,7aab8372-a40a-49b2-8b19-d13df086d816,329054,Short Term,,,2 years,Home Mortgage,Debt Consolidation,52591.05,10.9,,16,0,450623,791758,0,0
d1def87b-c66b-4e97-83cc-b18e3c35b25a,150a2b78-873d-484b-af50-fadeb9c819cb,224004,Short Term,731,1199432,6 years,Home Mortgage,Home Improvements,8645.95,11,,14,0,164464,573562,0,0
a991d230-5c2b-4bea-9e87-6733cab6a0f1,b898797f-afd2-4645-b8ce-3155c7485747,213686,Short Term,,,6 years,Own Home,Debt Consolidation,13754.29,13.8,,15,0,143355,712404,0,0
29e3b40b-b23c-472f-a1b2-3d86e7acdbc6,40261706-db32-4a21-92a6-6f4a6a919e54,345334,Short Term,747,1731717,7 years,Home Mortgage,Debt Consolidation,16451.34,10.6,,8,0,375649,803990,0,0
84755be2-9770-4ce7-8979-8fa35aeb38df,474ede37-8554-4e97-90f5-0fed12473d9b,207702,Short Term,722,1121076,2 years,Rent,Debt Consolidation,21487.29,21,,15,1,191653,541244,1,0
13246ab4-3327-4eb7-809c-cdc9eb55660a,a21c4b33-51e4-4c2d-ad83-ef367e1f4b5d,85844,Short Term,7350,1112070,5 years,Rent,Debt Consolidation,7747.44,16.7,14,12,0,130720,403634,0,0
4a71b7f9-b38a-4d23-9de7-afc3777d724a,de6b4297-fca3-4fd9-bfc9-36f13eb944d7,108768,Short Term,738,541025,< 1 year,Rent,Debt Consolidation,10031.43,13.5,,6,1,153026,282590,1,0
728d608a-6a3a-4ea2-8758-a5de40c498bf,1d91f472-9646-4028-8b96-7d64377e2052,265364,Short Term,738,572964,4 years,Rent,Debt Consolidation,0,20.5,46,6,0,176814,287562,,0
8e726630-6b95-4b50-80d4-e78a30ca0cc3,97759913-d829-49a5-ae5e-0a855a599c07,66638,Short Term,721,1826204,4 years,Rent,Debt Consolidation,29219.15,15.7,8,17,0,375934,551012,0,0
587c23df-956d-4c10-8dd7-dc55d2818ca4,4c18220e-a3fa-4c3d-acb1-d935453b0b79,474188,Long Term,640,1159038,10+ years,Rent,Debt Consolidation,26947.7,27,,8,0,696806,890560,0,0
fcb9f5d9-b32e-49aa-8b84-d14b7fada1f1,ab845137-2214-4074-9df5-36675df2901d,326876,Short Term,7360,1166809,4 years,Rent,Debt Consolidation,18250.83,11.4,,18,0,409830,1083434,0,0
e2c4e8ed-5525-4f06-be00-0a980bf32af2,680244de-a039-402a-bf95-65a68b7ef206,544786,Short Term,,,10+ years,Rent,Debt Consolidation,19449.92,16,,7,0,749265,1266518,0,0
15deb56c-0f51-4216-b8f7-4d893c63efe4,20badf22-41ab-47e5-bdd5-0e42bb7ef2fa,666798,Short Term,745,1938950,5 years,Home Mortgage,Home Improvements,12797.07,9,,15,0,209,246972,0,0
44a9ddae-fb28-4ff3-ab89-9fa37ec1019f,599ee0fc-c97d-4312-984a-8f8ef3c8e5d1,262988,Long Term,707,946390,10+ years,Home Mortgage,Debt Consolidation,20899.43,14,59,11,0,111530,208274,0,0
fa25d9a5-9dbc-43b7-a19e-c4e3ec88d724,f8919d78-aa9b-4f06-9ce3-754c50179bbe,176440,Short Term,718,999989,6 years,Home Mortgage,Debt Consolidation,2224.9,11.4,40,6,0,61218,94908,0,0
fd9c7ad0-342c-4c31-abee-c09687695891,b62e0224-b66d-4aed-ae2f-6d1f2db0c86e,319594,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,23216.29,14.1,60,15,0,245461,301708,0,0
bbd5411f-1486-4720-a8c7-8744b843eb41,b9b9c3f0-8040-4b65-8c55-7c63f587dbca,441936,Long Term,,,7 years,Home Mortgage,Debt Consolidation,53742.64,22.1,,18,0,479940,2196480,0,0
6949ab71-5872-4ebd-90c8-9b97f7112c61,8062cc7d-130d-4574-88f4-415175c80332,760606,Long Term,704,1689138,7 years,Rent,Debt Consolidation,39554.01,22.4,33,14,0,675355,780428,0,0
b1374a78-3e71-4f35-8017-a866bb43f545,a048cf8f-5ed2-475a-a765-7c8b297f31a0,327272,Short Term,702,1280695,10+ years,Rent,Debt Consolidation,25080.19,16.7,11,10,0,221407,267894,0,0
2770b3d8-1098-4115-91fe-c95046e68fff,721c93d1-340a-4540-9098-21731b2bfd2b,86504,Short Term,699,1214138,10+ years,Rent,other,7841.3,19.1,45,10,2,227810,402094,0,2
5e27ce6c-b377-4269-9d2c-6f08f935a1e2,1afda180-aa8d-4e6a-a6d4-6cd302bbea79,166804,Short Term,722,1247616,< 1 year,Home Mortgage,Home Improvements,7028.29,20.2,37,8,0,181754,251438,0,0
291207cc-56a1-4140-a55b-2a175d2b2c67,7993f7f5-6194-4825-8b8c-37439db5f619,99999999,Short Term,748,1903990,7 years,Home Mortgage,Debt Consolidation,11170.1,21.5,,8,0,246715,346280,0,0
24d68e14-8d9f-4459-bdd3-fe5d69480071,0d3b8dcb-f735-4d4f-b660-683290b235a3,99999999,Short Term,741,1288789,2 years,Rent,Debt Consolidation,21952.22,18.8,,7,0,500897,819192,0,0
a0ec5c87-003a-4550-a6c1-6697fb04be03,f1472e07-a565-4dde-9f09-794cdb745db4,178948,Short Term,722,1158753,10+ years,Home Mortgage,Home Improvements,17188.16,24.4,65,7,0,141607,219230,0,0
b2d8c240-ab29-4e47-ad29-b36d33ce850c,c9ed627f-51a7-40b5-8169-b21f338b6e40,71962,Short Term,743,310783,< 1 year,Rent,Debt Consolidation,388.55,30.4,,7,1,30438,244750,1,0
68b35695-e501-4fd5-abb5-91ce0be70c53,36c9a125-f825-480d-a8a8-39fe356fa9aa,452804,Long Term,723,2150838,3 years,Own Home,Debt Consolidation,21687.55,16.7,74,14,0,630553,802340,0,0
90bcb41f-dc91-48b3-a34f-fd28fc0eccce,5c2b5a69-589b-43bb-a4fb-88cfd1e6d176,147026,Long Term,739,846450,10+ years,Rent,Home Improvements,19637.64,27,,10,0,125514,520872,0,0
e388dd16-aa3e-45e6-9d03-311dd74ebd42,e52396af-79fe-42c9-8e6a-3195a857cabf,269148,Short Term,,,5 years,Rent,Debt Consolidation,7159.96,27.1,,11,0,115596,367752,0,0
c21defbe-a21d-4163-95a1-ff7657b26232,1b058088-3636-4170-adaa-8cf318fdbdfa,380798,Short Term,720,1064019,10+ years,Rent,Debt Consolidation,12413.65,38,29,8,0,210026,414282,0,0
d7c3306c-f523-461c-a50e-506e4771824e,0e6a231e-9fcf-4b00-ad06-a5bffd1577e3,391534,Short Term,,,6 years,Rent,Other,6150.87,18.8,,5,0,93632,239316,0,0
